!From MultiFun site 2003-09-29
!typos etc in MultiFun corrected
!Created by Michael Ashburner & Jane Lomax September 29 2003, updated by Jane Lomax December 19 2005
!version 1.3
!
MultiFun:1 Metabolism > GO:metabolism ; GO:0008152
MultiFun:4.S.64 fucose > GO:fucose transport ; GO:0015756
MultiFun:4.S.64 fucose > GO:fucose transporter activity ; GO:0015150
MultiFun:4.S.65 galactitol > GO:galactitol transport ; GO:0015796
MultiFun:4.S.65 galactitol > GO:galactitol transporter activity ; GO:0015577
MultiFun:4.S.66 galactose/H+ > GO:galactose transport ; GO:0015757
MultiFun:4.S.66 galactose/H+ > GO:galactose:hydrogen symporter activity ; GO:0015517
MultiFun:4.S.67 gamma-aminobutyrate > GO:gamma-aminobutyric acid transport ; GO:0015812
MultiFun:4.S.67 gamma-aminobutyrate > GO:L-gamma-aminobutyric acid transporter activity ; GO:0015185
MultiFun:4.S.68 glucitol/sorbitol > GO:glucitol transport ; GO:0015795
MultiFun:4.S.68 glucitol/sorbitol > GO:glucitol transporter activity ; GO:0015576
MultiFun:4.S.69 gluconate> gluconate transport ; GO:0015725 > GO:gluconate transporter activity ; GO:0015128
MultiFun:4.S.70 gluconate/L-idonate > GO:gluconate transport ; GO:0015725
MultiFun:4.S.70 gluconate/L-idonate > GO:L-idonate transport ; GO:0015726
MultiFun:4.S.70 gluconate/L-idonate > GO:gluconate transporter activity ; GO:0015128
MultiFun:4.S.70 gluconate/L-idonate > GO:L-idonate transporter activity ; GO:0015568
MultiFun:4.S.71 glucose > GO:glucose transport ; GO:0015758
MultiFun:4.S.71 glucose > GO:glucose transporter activity ; GO:0005355
MultiFun:4.S.72 glucose/maltose > GO:glucose transport ; GO:0015758
MultiFun:4.S.72 glucose/maltose > GO:maltose transport ; GO:0015768
MultiFun:4.S.72 glucose/maltose > GO:maltose transporter activity ; GO:0005363
MultiFun:4.S.72 glucose/maltose > GO:glucose transporter activity ; GO:0005355
MultiFun:4.S.73 glucuronide > GO:glucuronoside transport ; GO:0015779
MultiFun:4.S.73 glucuronide > GO:glucuronoside transporter activity ; GO:0015164
MultiFun:4.S.74 glutamate/aminobutyric acid > GO:gamma-aminobutyric acid transport ; GO:0015812
MultiFun:4.S.74 glutamate/aminobutyric acid > GO:L-glutamate transport ; GO:0015813
MultiFun:4.S.74 glutamate/aminobutyric acid > GO:L-gamma-aminobutyric acid transporter activity ; GO:0015185
MultiFun:4.S.74 glutamate/aminobutyric acid > GO:L-glutamate transporter activity ; GO:0005313
MultiFun:4.S.75 glutamate/aspartate > GO:L-glutamate transport ; GO:0015813
MultiFun:4.S.75 glutamate/aspartate > GO:L-aspartate transport ; GO:0015810
MultiFun:4.S.75 glutamate/aspartate > GO:L-glutamate transporter activity ; GO:0005313
MultiFun:4.S.75 glutamate/aspartate > GO:L-aspartate transporter activity ; GO:0015183
MultiFun:4.S.76 glutamine > GO:L-glutamine transport ; GO:0006868
MultiFun:4.S.76 glutamine > GO:L-glutamine transporter activity ; GO:0015186
MultiFun:4.S.77 glycerol > GO:glycerol transport ; GO:0015793
MultiFun:4.S.77 glycerol > GO:glycerol transporter activity ; GO:0015168
MultiFun:4.S.78 glycerol-3-P > GO:glycerol transport ; GO:0015793
MultiFun:4.S.78 glycerol-3-P > GO:glycerol-3-phosphate transporter activity ; GO:0015169
MultiFun:4.S.79 glycine betaine choline transport > GO:betaine transport ; GO:0015838
MultiFun:4.S.79 glycine betaine choline transport > GO:choline transport ; GO:0015871
MultiFun:4.S.8 alkylphosphonate > GO:alkylphosphonate transport ; GO:0042916
MultiFun:4.S.8 alkylphosphonate > GO:alkylphosphonate transporter activity ; GO:0042917
MultiFun:4.S.80 glycine betaine/proline > GO:L-proline transporter activity ; GO:0015193
MultiFun:4.S.80 glycine betaine/proline > GO:glycine transporter activity ; GO:0015187
MultiFun:4.S.80 glycine betaine/proline > GO:betaine transporter activity ; GO:0015199
MultiFun:4.S.80 glycine betaine/proline > GO:quaternary-ammonium-compound-transporting ATPase activity ; GO:0015418
MultiFun:4.S.81 group A colicins > GO:group A colicin transport ; GO:0042915
MultiFun:4.S.81 group A colicins > GO:group A colicin transporter activity ; GO:0042913
MultiFun:4.S.82 H+ > GO:proton transport ; GO:0015992
MultiFun:4.S.82 H+ > GO:hydrogen ion transporter activity ; GO:0015078
MultiFun:4.S.83 H+/acridine > GO:acridine transport ; GO:0042909
MultiFun:4.S.83 H+/acridine > GO:acridine:hydrogen antiporter activity ; GO:0042962
MultiFun:4.S.84 H+/lactose/glucose > GO:lactose transport ; GO:0015767
MultiFun:4.S.84 H+/lactose/glucose > GO:glucose transport ; GO:0015758
MultiFun:4.S.84 H+/lactose/glucose > galactose:hydrogen symporter activity ; GO:0015517
MultiFun:4.S.84 H+/lactose/glucose > GO:lactose:hydrogen symporter activity ; GO:0015528
MultiFun:4.S.85 heme > GO:heme transport ; GO:0015886
MultiFun:4.S.85 heme > GO:heme transporter activity ; GO:0015232
MultiFun:4.S.86 hexose phosphate > GO:hexose phosphate transport ; GO:0015712
MultiFun:4.S.86 hexose phosphate > GO:hexose phosphate transporter activity ; GO:0015119
MultiFun:4.S.87 hexuronate > GO:hexuronate transport ; GO:0015736
MultiFun:4.S.87 hexuronate > GO:hexuronate transporter activity ; GO:0015134
MultiFun:4.S.88 histidine > GO:L-histidine transport ; GO:0015817
MultiFun:4.S.88 histidine > GO:L-histidine transporter activity ; GO:0005290
MultiFun:4.S.89 histidine/lysine/arginine/ornithine > GO:L-histidine transport ; GO:0015817
MultiFun:4.S.89 histidine/lysine/arginine/ornithine > GO:L-lysine transport ; GO:0015819
MultiFun:4.S.89 histidine/lysine/arginine/ornithine > GO:L-arginine transport ; GO:0015809
MultiFun:4.S.89 histidine/lysine/arginine/ornithine > GO:L-ornithine transport ; GO:0015822
MultiFun:4.S.89 histidine/lysine/arginine/ornithine > GO:L-arginine transporter activity ; GO:0015181
MultiFun:4.S.89 histidine/lysine/arginine/ornithine > GO:L-histidine transporter activity ; GO:0005290
MultiFun:4.S.89 histidine/lysine/arginine/ornithine > GO:L-lysine transporter activity ; GO:0015189
MultiFun:4.S.89 histidine/lysine/arginine/ornithine > GO:L-ornithine transporter activity ; GO:0000064
MultiFun:4.S.9 allantoin > GO:allantoin transport ; GO:0015720
MultiFun:4.S.9 allantoin > GO:allantoin transporter activity ; GO:0015206
MultiFun:4.S.90 homoserine/lactone > GO:homoserine transport ; GO:0042968
MultiFun:4.S.90 homoserine/lactone > GO:homoserine transporter activity ; GO:0042970
MultiFun:4.S.90 homoserine/lactone > GO:lactone transport ; GO:0042969
MultiFun:4.S.90 homoserine/lactone > GO:lactone transporter activity ; GO:0042971
MultiFun:4.S.91 hydrophilic molecule > GO:.
MultiFun:4.S.92 hydrophilic molecules > GO:.
MultiFun:4.S.93 ion > GO:ion transport ; GO:0006811
MultiFun:4.S.93 ion > GO:ion transporter activity ; GO:0015075
MultiFun:4.S.95 iron dicitrate > GO:iron chelate transport ; GO:0015688
MultiFun:4.S.95 iron dicitrate > GO:iron-chelate-transporting ATPase activity ; GO:0015623
MultiFun:4.S.96 K+ > GO:potassium ion transport ; GO:0006813
MultiFun:4.S.96 K+ > GO:potassium ion transporter activity ; GO:0015079
MultiFun:4.S.97 K+/H+ > GO:potassium:hydrogen antiporter activity ; GO:0015386
MultiFun:4.S.98 lactate > GO:lactate transport ; GO:0015727
MultiFun:4.S.98 lactate > GO:lactate transporter activity ; GO:0015129
MultiFun:4.S.99 lactose > GO:lactose transport ; GO:0015767
MultiFun:4.S.99 lactose > GO:lactose transporter activity ; GO:0015155
MultiFun:5 Cell processes > GO:cellular process ; GO:0009987
MultiFun:5.1 Cell division > GO:cytokinesis ; GO:0000910
MultiFun:5.2 Cell cycle physiology > GO:cell cycle ; GO:0007049
MultiFun:5.3 Motility (incl. chemotaxis, energytaxis, aerotaxis, redoxtaxis) > GO:taxis ; GO:0042330
MultiFun:5.4 Genetic exchange, recombination > GO:DNA recombination ; GO:0006310
MultiFun:5.5 Adaptation to stress > GO:response to stress ; GO:0006950
MultiFun:5.5.1 Osmotic pressure > GO:response to osmotic stress ; GO:0006970
MultiFun:5.5.2 Temperature extremes > GO:response to temperature stimulus ; GO:0009266
MultiFun:5.5.3 Starvation response > GO:response to starvation ; GO:0042594
MultiFun:5.5.4 pH response > GO:response to pH ; GO:0009268
MultiFun:5.5.5 Dessication > GO:response to desiccation ; GO:0009269
MultiFun:5.5.6 Other stresses (mechanical, nutritional, oxidative) > GO:response to mechanical stimulus ; GO:0009612
MultiFun:5.5.6 Other stresses (mechanical, nutritional, oxidative) > GO:response to nutrient ; GO:0007584
MultiFun:5.5.6 Other stresses (mechanical, nutritional, oxidative) > GO:response to oxidative stress ; GO:0006979
MultiFun:5.5.7 Fe aquisition > GO:iron ion transport ; GO:0006826
MultiFun:5.6 Protection > GO:response to stress ; GO:0006950
MultiFun:5.6.1 Radiation > GO:response to radiation ; GO:0009314
MultiFun:5.6.2 Detoxification (xenobiotic metabolism) > GO:xenobiotic metabolism ; GO:0006805
MultiFun:5.6.3 Cell killing > GO:cell killing ; GO:0001906
MultiFun:5.6.4 Drug resistance/sensitivity > GO:response to drug ; GO:0042493
MultiFun:5.8 SOS response > GO:SOS response ; GO:0009432
MultiFun:5.10 Defense/survival > GO:defense response ; GO:0006952
MultiFun:5.11 DNA uptake > GO:DNA import into cell during transformation ; GO:0009290
MultiFun:5.12 Biofilm production > GO:biofilm formation ; GO:0042710
MultiFun:5.13 Virulence associated > GO:pathogenesis ; GO:0009405
MultiFun:6 Cell structure > GO:cellular_component ; GO:0005575
MultiFun:6.1 Membrane > GO:cell wall (sensu Bacteria) ; GO:0009274
MultiFun:6.2 Peptidoglycan (murein)  > GO:cell wall (sensu Bacteria) ; GO:0009274
MultiFun:6.3 Surface antigens (ECA, O antigen of LPS) > GO:.
MultiFun:6.4 Flagellum > GO:flagellum ; GO:0019861
MultiFun:6.5 Pilus > GO:fimbrium ; GO:0009289
MultiFun:6.6 Ribosome > GO:cytosolic ribosome (sensu Bacteria) ; GO:0009281
MultiFun:6.7 Capsule (M and K antigens) > GO:capsule (sensu Bacteria) ; GO:0030113
MultiFun:7 Location of gene products  > GO:cellular_component ; GO:0005575
MultiFun:7.1 Cytoplasm > GO:cytoplasm ; GO:0005737
MultiFun:7.2 Periplasmic space > GO:periplasmic space ; GO:0042597
MultiFun:7.3 Inner membrane > GO:plasma membrane ; GO:0005886
MultiFun:7.4 Outer membrane > GO:outer membrane (sensu Gram-negative Bacteria) ; GO:0009279
MultiFun:7.5 Extracellular > GO:extracellular region ; GO:0005576
MultiFun:8 extrachromosomal > GO:.
MultiFun:8.1 Prophage genes and phage related functions > GO:.
MultiFun:8.1.1 DNA packaging, phage assembly > GO:DNA packaging ; GO:0006323
MultiFun:8.1.1 DNA packaging, phage assembly > GO:phage assembly ; GO:0042963
MultiFun:8.1.2 Replication > GO:DNA-dependent DNA replication ; GO:0006261
MultiFun:8.1.3 Regulation > GO:modification by virus of host cell process ; GO:0019054
MultiFun:8.1.4 Integration, recombination > GO:DNA integration ; GO:0015074
MultiFun:8.1.4 Integration, recombination > GO:DNA recombination ; GO:0006310 ; GO:provirus integration ; GO:0019047
MultiFun:8.1.5 Lysis > GO:lytic viral release ; GO:0019077
MultiFun:8.1.6 Structural component > GO:structural molecule activity ; GO:0005198
MultiFun:8.2 Plasmid related > GO:.
MultiFun:8.2.1 replication and maintenance > GO:DNA-dependent DNA replication ; GO:0006261
MultiFun:8.2.1 replication and maintenance > GO:plasmid maintenance ; GO:0006276
MultiFun:8.2.2 plasmid transfer > GO:unidirectional conjugation ; GO:0009291
MultiFun:8.3 Transposon related > GO:.
MultiFun:8.3.1 transposases > GO:transposase activity ; GO:0004803
MultiFun:8.3.2 regulation of mobility > GO:regulation of DNA transposition ; GO:0000337
MultiFun:8.4 Colicin related > GO:.
MultiFun:9. DNA sites > GO:.
MultiFun:10. cryptic genes > GO:.
